#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2026-04-16-04-14-46
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1776311109.688226	C2WPItCJUq0bHlYif	103.98.152.6	56479	185.125.190.57	123	4	4	2	1.000000	0.000000	0.005524	0.000183	99.220.8.133	1776311070.961238	-484850324.541480	1776311109.582602	1776311109.582618	0
1776311290.197842	CkP88q1xMF4mwgCQQc	103.98.152.107	33572	115.165.161.155	123	4	3	0	1024.000000	4.294967296e+09	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-2110881774.417826	0
1776311290.199098	CkP88q1xMF4mwgCQQc	103.98.152.107	33572	115.165.161.155	123	4	4	3	1024.000000	0.000000	0.038208	0.002335	92.0.162.209	1776310309.388277	-2110881774.417826	1776311290.190668	1776311290.190698	0
1776311334.900041	CmYPJs3zIYVfi7LBZf	103.98.152.198	123	52.148.114.188	123	3	3	4	1024.000000	0.000000	0.024216	0.044922	52.148.114.188	1776310314.189414	1776310310.868006	1776310310.879872	1776311334.892416	0
1776311334.923515	CmYPJs3zIYVfi7LBZf	103.98.152.198	123	52.148.114.188	123	3	4	3	1024.000000	0.000000	0.000702	0.012466	10.0.6.21	1776311323.576290	1776311334.892416	1776311334.904290	1776311334.904291	0
1776311346.605865	ChaGI74o7ajtj3TCK1	103.98.152.53	57238	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1776311346.138511	0
1776311346.809757	ChaGI74o7ajtj3TCK1	103.98.152.53	57238	185.125.190.58	123	4	4	2	1.000000	0.000000	0.005524	0.000275	99.220.8.133	1776311316.094666	1776311346.138511	1776311346.702518	1776311346.702529	0
1776311353.457670	Ctkrah1vYCkpJXukFj	103.98.152.197	40576	185.125.190.58	123	4	4	2	1.000000	0.000000	0.005524	0.000290	99.220.8.133	1776311316.094666	1776311353.057515	1776311353.341024	1776311353.341061	0
1776311433.217272	CDibPA2ZYQ7muGKK71	103.98.152.107	48835	162.159.200.123	123	4	3	0	1024.000000	4.294967296e+09	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1839106869.475894	0
1776311433.263763	CDibPA2ZYQ7muGKK71	103.98.152.107	48835	162.159.200.123	123	4	4	3	1024.000000	0.000000	0.116837	0.001694	10.23.8.4	1776311414.523223	-1839106869.475894	1776311433.210907	1776311433.210961	0
1776311437.875322	CqezxyHS2nG1176Kk	103.98.152.107	50215	103.221.223.143	123	4	3	0	512.000000	4.294967296e+09	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1441902797.117798	0
1776311437.876252	CqezxyHS2nG1176Kk	103.98.152.107	50215	103.221.223.143	123	4	4	3	512.000000	0.000000	0.058151	0.068512	103.130.217.41	1776310413.070801	-1441902797.117798	1776311437.861615	1776311437.861709	0
1776311448.075643	CNxU1q4U4DZDP4GcG5	103.98.152.107	43983	45.252.250.189	123	4	3	0	1024.000000	4.294967296e+09	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	523470966.872104	0
1776311448.076946	CNxU1q4U4DZDP4GcG5	103.98.152.107	43983	45.252.250.189	123	4	4	3	1024.000000	0.000000	0.051819	0.032043	165.101.114.121	1776310753.344087	523470966.872104	1776311448.066338	1776311448.066349	0
1776311568.451879	CtTCJSwuHtyTIQrA3	103.98.152.70	38254	185.125.190.56	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1776311568.102717	0
1776311568.655140	CtTCJSwuHtyTIQrA3	103.98.152.70	38254	185.125.190.56	123	4	4	2	1.000000	0.000000	0.005615	0.000458	146.131.121.246	1776311252.733531	1776311568.102717	1776311568.551247	1776311568.551255	0
1776311593.195219	CmdlMD4Nz6iFmMtMQa	103.98.152.107	39499	91.189.91.157	123	4	3	0	1024.000000	4.294967296e+09	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1000428419.642712	0
